id,objectid,nombre,direccion,tipozona,so2,no2,o3,co,pm10,pm25,tipoemisio,fecha_carg,calidad_am,fiwareid,lon,lat,created_at
130,16,Pista de Silla,PISTA DE SILLA,Urbana,2,17,51,0,16,5,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 16:12:26.013827
131,20,Cabanyal,CABANYAL,Urbana,,18,,,11,3,Fondo,2025-11-27 15:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 16:12:26.013827
132,18,Viveros,VIVERS,Urbana,0,7,44,,,,Fondo,2025-11-27 15:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 16:12:26.013827
133,19,Centro,VALÈNCIA CENTRE,Urbana,,18,,,14,4,Tráfico,2025-11-27 15:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 16:13:32.417944
134,12,Dr. Lluch,DR.LLUCH,Urbana,,35,,,22,3,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 16:13:32.417944
135,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 15:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 16:13:32.417944
136,14,Boulevar Sur,BULEVARD SUD,Urbana,1,1,61,,,,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 16:13:32.417944
137,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,11,47,,7,3,Fondo,2025-11-27 15:00:00,Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 16:13:32.417944
138,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 16:13:32.417944
139,22,Patraix,PATRAIX,Urbana,,41,,,22,7,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 16:13:32.417944
140,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,49,0,11,4,Tráfico,2025-11-27 15:00:00,Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 16:13:32.417944
141,16,Pista de Silla,PISTA DE SILLA,Urbana,2,17,51,0,16,5,Tráfico,2025-11-27 15:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 16:13:32.417944
142,20,Cabanyal,CABANYAL,Urbana,,18,,,11,3,Fondo,2025-11-27 15:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 16:13:32.417944
143,18,Viveros,VIVERS,Urbana,0,7,44,,,,Fondo,2025-11-27 15:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 16:13:32.417944
144,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,57,0,11,4,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 16:23:31.255425
145,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,15,54,,7,3,Fondo,2025-11-27 16:00:00,Razonablemente Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 16:23:31.255425
146,20,Cabanyal,CABANYAL,Urbana,,26,,,11,3,Fondo,2025-11-27 16:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 16:23:31.255425
147,18,Viveros,VIVERS,Urbana,0,15,49,,,,Fondo,2025-11-27 16:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 16:23:31.255425
148,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 16:23:31.255425
149,19,Centro,VALÈNCIA CENTRE,Urbana,,25,,,14,4,Tráfico,2025-11-27 16:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 16:23:31.255425
150,12,Dr. Lluch,DR.LLUCH,Urbana,,51,,,22,3,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 16:23:31.255425
151,16,Pista de Silla,PISTA DE SILLA,Urbana,2,40,55,0,16,5,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 16:23:31.255425
152,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,68,,,,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 16:23:31.255425
153,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 16:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 16:23:31.255425
154,22,Patraix,PATRAIX,Urbana,,45,,,22,7,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 16:23:31.255425
155,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,57,0,11,4,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 16:38:31.572555
156,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,15,54,,7,3,Fondo,2025-11-27 16:00:00,Razonablemente Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 16:38:31.572555
157,20,Cabanyal,CABANYAL,Urbana,,26,,,11,3,Fondo,2025-11-27 16:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 16:38:31.572555
158,18,Viveros,VIVERS,Urbana,0,15,49,,,,Fondo,2025-11-27 16:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 16:38:31.572555
159,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 16:38:31.572555
160,19,Centro,VALÈNCIA CENTRE,Urbana,,25,,,14,4,Tráfico,2025-11-27 16:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 16:38:31.572555
161,12,Dr. Lluch,DR.LLUCH,Urbana,,51,,,22,3,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 16:38:31.572555
162,16,Pista de Silla,PISTA DE SILLA,Urbana,2,40,55,0,16,5,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 16:38:31.572555
163,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,68,,,,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 16:38:31.572555
164,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 16:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 16:38:31.572555
165,22,Patraix,PATRAIX,Urbana,,45,,,22,7,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 16:38:31.572555
166,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,57,0,11,4,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 16:53:31.763814
167,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,15,54,,7,3,Fondo,2025-11-27 16:00:00,Razonablemente Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 16:53:31.763814
168,20,Cabanyal,CABANYAL,Urbana,,26,,,11,3,Fondo,2025-11-27 16:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 16:53:31.763814
169,18,Viveros,VIVERS,Urbana,0,15,49,,,,Fondo,2025-11-27 16:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 16:53:31.763814
170,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 16:53:31.763814
171,19,Centro,VALÈNCIA CENTRE,Urbana,,25,,,14,4,Tráfico,2025-11-27 16:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 16:53:31.763814
172,12,Dr. Lluch,DR.LLUCH,Urbana,,51,,,22,3,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 16:53:31.763814
173,16,Pista de Silla,PISTA DE SILLA,Urbana,2,40,55,0,16,5,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 16:53:31.763814
174,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,68,,,,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 16:53:31.763814
175,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 16:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 16:53:31.763814
176,22,Patraix,PATRAIX,Urbana,,45,,,22,7,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 16:53:31.763814
177,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,57,0,11,4,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 17:08:32.341707
178,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,15,54,,7,3,Fondo,2025-11-27 16:00:00,Razonablemente Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 17:08:32.341707
179,20,Cabanyal,CABANYAL,Urbana,,26,,,11,3,Fondo,2025-11-27 16:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 17:08:32.341707
180,18,Viveros,VIVERS,Urbana,0,15,49,,,,Fondo,2025-11-27 16:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 17:08:32.341707
181,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 17:08:32.341707
182,19,Centro,VALÈNCIA CENTRE,Urbana,,25,,,14,4,Tráfico,2025-11-27 16:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 17:08:32.341707
183,12,Dr. Lluch,DR.LLUCH,Urbana,,51,,,22,3,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 17:08:32.341707
184,16,Pista de Silla,PISTA DE SILLA,Urbana,2,40,55,0,16,5,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 17:08:32.341707
185,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,68,,,,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 17:08:32.341707
186,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 16:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 17:08:32.341707
187,22,Patraix,PATRAIX,Urbana,,45,,,22,7,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 17:08:32.341707
188,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,1,0,57,0,11,4,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 17:20:13.454481
189,17,Universidad Politécnica,POLITÈCNIC,Suburbana,1,15,54,,7,3,Fondo,2025-11-27 16:00:00,Razonablemente Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 17:20:13.454481
190,20,Cabanyal,CABANYAL,Urbana,,26,,,11,3,Fondo,2025-11-27 16:00:00,Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 17:20:13.454481
191,18,Viveros,VIVERS,Urbana,0,15,49,,,,Fondo,2025-11-27 16:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 17:20:13.454481
192,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 17:20:13.454481
193,19,Centro,VALÈNCIA CENTRE,Urbana,,25,,,14,4,Tráfico,2025-11-27 16:00:00,Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 17:20:13.454481
194,12,Dr. Lluch,DR.LLUCH,Urbana,,51,,,22,3,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 17:20:13.454481
195,16,Pista de Silla,PISTA DE SILLA,Urbana,2,40,55,0,16,5,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 17:20:13.454481
196,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,68,,,,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 17:20:13.454481
197,21,Olivereta,OLIVERETA,Urbana,,70,,,18,5,Tráfico,2025-11-27 16:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 17:20:13.454481
198,22,Patraix,PATRAIX,Urbana,,45,,,22,7,Tráfico,2025-11-27 16:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 17:20:13.454481
199,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,68,,,,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 17:35:13.871067
200,12,Dr. Lluch,DR.LLUCH,Urbana,,76,,,22,3,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 17:35:13.871067
201,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,3,0,57,0,12,4,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 17:35:13.871067
202,17,Universidad Politécnica,POLITÈCNIC,Suburbana,0,27,53,,7,3,Fondo,2025-11-27 17:00:00,Razonablemente Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 17:35:13.871067
203,18,Viveros,VIVERS,Urbana,0,38,50,,,,Fondo,2025-11-27 17:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 17:35:13.871067
204,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 17:35:13.871067
205,19,Centro,VALÈNCIA CENTRE,Urbana,,41,,,15,4,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 17:35:13.871067
206,16,Pista de Silla,PISTA DE SILLA,Urbana,3,57,55,0,17,5,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 17:35:13.871067
207,21,Olivereta,OLIVERETA,Urbana,,70,,,19,6,Tráfico,2025-11-27 17:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 17:35:13.871067
208,22,Patraix,PATRAIX,Urbana,,82,,,23,7,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 17:35:13.871067
209,20,Cabanyal,CABANYAL,Urbana,,52,,,11,3,Fondo,2025-11-27 17:00:00,Razonablemente Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 17:35:13.871067
210,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,68,,,,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 17:41:18.391165
211,12,Dr. Lluch,DR.LLUCH,Urbana,,76,,,22,3,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 17:41:18.391165
212,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,3,0,57,0,12,4,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 17:41:18.391165
213,17,Universidad Politécnica,POLITÈCNIC,Suburbana,0,27,53,,7,3,Fondo,2025-11-27 17:00:00,Razonablemente Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 17:41:18.391165
214,18,Viveros,VIVERS,Urbana,0,38,50,,,,Fondo,2025-11-27 17:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 17:41:18.391165
215,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 17:41:18.391165
216,19,Centro,VALÈNCIA CENTRE,Urbana,,41,,,15,4,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 17:41:18.391165
217,16,Pista de Silla,PISTA DE SILLA,Urbana,3,57,55,0,17,5,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 17:41:18.391165
218,21,Olivereta,OLIVERETA,Urbana,,70,,,19,6,Tráfico,2025-11-27 17:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 17:41:18.391165
219,22,Patraix,PATRAIX,Urbana,,82,,,23,7,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 17:41:18.391165
220,20,Cabanyal,CABANYAL,Urbana,,52,,,11,3,Fondo,2025-11-27 17:00:00,Razonablemente Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 17:41:18.391165
221,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,68,,,,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 17:42:15.780575
222,12,Dr. Lluch,DR.LLUCH,Urbana,,76,,,22,3,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 17:42:15.780575
223,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,3,0,57,0,12,4,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 17:42:15.780575
224,17,Universidad Politécnica,POLITÈCNIC,Suburbana,0,27,53,,7,3,Fondo,2025-11-27 17:00:00,Razonablemente Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 17:42:15.780575
225,18,Viveros,VIVERS,Urbana,0,38,50,,,,Fondo,2025-11-27 17:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 17:42:15.780575
226,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 17:42:15.780575
227,19,Centro,VALÈNCIA CENTRE,Urbana,,41,,,15,4,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 17:42:15.780575
228,16,Pista de Silla,PISTA DE SILLA,Urbana,3,57,55,0,17,5,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 17:42:15.780575
229,21,Olivereta,OLIVERETA,Urbana,,70,,,19,6,Tráfico,2025-11-27 17:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 17:42:15.780575
230,22,Patraix,PATRAIX,Urbana,,82,,,23,7,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 17:42:15.780575
231,20,Cabanyal,CABANYAL,Urbana,,52,,,11,3,Fondo,2025-11-27 17:00:00,Razonablemente Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 17:42:15.780575
232,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,68,,,,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 17:57:16.059092
233,12,Dr. Lluch,DR.LLUCH,Urbana,,76,,,22,3,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 17:57:16.059092
234,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,3,0,57,0,12,4,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 17:57:16.059092
235,17,Universidad Politécnica,POLITÈCNIC,Suburbana,0,27,53,,7,3,Fondo,2025-11-27 17:00:00,Razonablemente Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 17:57:16.059092
236,18,Viveros,VIVERS,Urbana,0,38,50,,,,Fondo,2025-11-27 17:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 17:57:16.059092
237,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 17:57:16.059092
238,19,Centro,VALÈNCIA CENTRE,Urbana,,41,,,15,4,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 17:57:16.059092
239,16,Pista de Silla,PISTA DE SILLA,Urbana,3,57,55,0,17,5,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 17:57:16.059092
240,21,Olivereta,OLIVERETA,Urbana,,70,,,19,6,Tráfico,2025-11-27 17:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 17:57:16.059092
241,22,Patraix,PATRAIX,Urbana,,82,,,23,7,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 17:57:16.059092
242,20,Cabanyal,CABANYAL,Urbana,,52,,,11,3,Fondo,2025-11-27 17:00:00,Razonablemente Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 17:57:16.059092
243,14,Boulevar Sur,BULEVARD SUD,Urbana,2,1,68,,,,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-27 18:12:16.430872
244,12,Dr. Lluch,DR.LLUCH,Urbana,,76,,,22,3,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-27 18:12:16.430872
245,15,Molí del Sol,MOLÍ DEL SOL,Suburbana,3,0,57,0,12,4,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A03_MOLISOL_60m,39.4811121109041,-0.408809896900938,2025-11-27 18:12:16.430872
246,17,Universidad Politécnica,POLITÈCNIC,Suburbana,0,27,53,,7,3,Fondo,2025-11-27 17:00:00,Razonablemente Buena,A05_POLITECNIC_60m,39.4796444969291,-0.337400660521869,2025-11-27 18:12:16.430872
247,18,Viveros,VIVERS,Urbana,0,38,50,,,,Fondo,2025-11-27 17:00:00,Buena,A06_VIVERS_60m,39.4796409248053,-0.36964822314381,2025-11-27 18:12:16.430872
248,13,Francia,AVDA.FRANCIA,Urbana,1,8,32,0,16,4,Tráfico,2025-11-27 13:00:00,Buena,A01_AVFRANCIA_60m,39.4578268875183,-0.342986232422652,2025-11-27 18:12:16.430872
249,19,Centro,VALÈNCIA CENTRE,Urbana,,41,,,15,4,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-27 18:12:16.430872
250,16,Pista de Silla,PISTA DE SILLA,Urbana,3,57,55,0,17,5,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A04_PISTASILLA_60m,39.4580609536967,-0.376643936579157,2025-11-27 18:12:16.430872
251,21,Olivereta,OLIVERETA,Urbana,,70,,,19,6,Tráfico,2025-11-27 17:00:00,Buena,A10_OLIVERETA_60m,39.4692442350919,-0.405923445529068,2025-11-27 18:12:16.430872
252,22,Patraix,PATRAIX,Urbana,,82,,,23,7,Tráfico,2025-11-27 17:00:00,Razonablemente Buena,A11_PATRAIX_60m,39.4591890899964,-0.401411329219129,2025-11-27 18:12:16.430872
253,20,Cabanyal,CABANYAL,Urbana,,52,,,11,3,Fondo,2025-11-27 17:00:00,Razonablemente Buena,A09_CABANYAL_60m,39.4743907853568,-0.328534813492744,2025-11-27 18:12:16.430872
254,14,Boulevar Sur,BULEVARD SUD,Urbana,4,34,18,,,,Tráfico,2025-11-28 11:00:00,Buena,A02_BULEVARDSUD_60m,39.4503960055054,-0.396337564375856,2025-11-28 11:40:48.881311
255,12,Dr. Lluch,DR.LLUCH,Urbana,,61,,,32,11,Tráfico,2025-11-28 11:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,39.4666847554611,-0.328289489402739,2025-11-28 11:40:48.881311
256,19,Centro,VALÈNCIA CENTRE,Urbana,,44,,,30,11,Tráfico,2025-11-28 11:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,39.4705476702601,-0.376397651655324,2025-11-28 11:40:48.881311
